"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,4,19,"",2.02372,0,0,0,0,0,0,0.0886721,0.0291811,0,0,0,0.313074,0.967127,0.0375071,0.26521,0,0,0.296831,0.0261209,0,0,0,0
"MtrElec",1,4,20,"",2.8003,0,0,0,0,0,0,0.0391702,0.0291811,0,0,0,0.436067,1.00451,0.0468839,0.256274,0,0.125372,0.848258,0.0145791,0,0,0,0
"MtrElec",1,4,21,"",2.80905,0,0,0,0,0,0,0.025446,0.0291811,0,0,0,0.421159,1.04058,0.064856,0.244542,0,0.358279,0.618529,0.0064796,0,0,0,0
"MtrElec",1,4,22,"",2.09007,0,0,0,0,0,0,0.0988218,0.0291811,0,0,0,0.357799,1.02999,0.076577,0.233624,0,0.261248,0,0.00283482,0,0,0,0
"MtrElec",1,4,23,"",1.62476,0,0,0,0,0,0,0.170154,0.0291811,0,0,0,0.234805,0.920937,0.0664188,0.201444,0,0,0,0.00182239,0,0,0,0
"MtrElec",1,4,24,"",1.22685,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.786693,0.0461025,0.218508,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,5,1,"",0.976078,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.646179,0.0359443,0.178038,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,5,2,"",0.903918,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.590901,0.0359443,0.176267,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,3,"",0.858021,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.568886,0.0359443,0.167293,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,5,4,"",0.858789,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.565716,0.0359443,0.163777,0,0,0,0.000809949,0,0,0,0
