"",001
"Tue 31-Jul-18   4:24:17 pm"
"Energy Use","Hour"
"Meter","Mon","Day","Hr","Subhr","Tot","Clg","Htg","HPHtg","Dhw","DhwBU","FanC","FanH","FanV","Fan","Aux","Proc","Lit","Rcp","Ext","Refr","Dish","Dry","Wash","Cook","User1","User2","BT","PV"
"MtrElec",1,5,9,"",2.81832,0,0,0,0,0,0,0.322007,0.0291811,0,0,0,0.12672,0.660905,0.0257861,0.211081,1.43738,0,0,0.00526467,0,0,0,0
"MtrElec",1,5,10,"",2.25347,0,0,0,0,0,0,0.244525,0.0291811,0,0,0,0.108085,0.620371,0.0218791,0.186614,1.03836,0,0,0.00445472,0,0,0,0
"MtrElec",1,5,11,"",1.18532,0,0,0,0,0,0,0.223029,0.0291811,0,0,0,0.100631,0.628275,0.0171908,0.182762,0,0,0,0.00425223,0,0,0,0
"MtrElec",1,5,12,"",1.13804,0,0,0,0,0,0,0.180364,0.0291811,0,0,0,0.0931768,0.628275,0.011721,0.189449,0,0,0,0.00587213,0,0,0,0
"MtrElec",1,5,13,"",1.10182,0,0,0,0,0,0,0.145888,0.0291811,0,0,0,0.0782685,0.628758,0.00937678,0.20326,0,0,0,0.00708706,0,0,0,0
"MtrElec",1,5,14,"",1.07899,0,0,0,0,0,0,0.115883,0.0291811,0,0,0,0.0782685,0.642693,0.00859538,0.197891,0,0,0,0.0064796,0,0,0,0
"MtrElec",1,5,15,"",1.09319,0,0,0,0,0,0,0.0964706,0.0291811,0,0,0,0.0782685,0.666083,0.00859538,0.207707,0,0,0,0.00688457,0,0,0,0
"MtrElec",1,5,16,"",1.12389,0,0,0,0,0,0,0.0823582,0.0291811,0,0,0,0.0969038,0.686183,0.00937678,0.209355,0,0,0,0.0105293,0,0,0,0
"MtrElec",1,5,17,"",1.65125,0,0,0,0,0,0,0.0663071,0.0291811,0,0,0,0.115539,0.77465,0.0148466,0.209909,0,0,0.417529,0.023286,0,0,0,0
"MtrElec",1,5,18,"",2.06585,0,0,0,0,0,0,0.0428683,0.0291811,0,0,0,0.163991,0.890989,0.0289117,0.230236,0,0.176352,0.464236,0.0390801,0,0,0,0
"MtrElec",1,5,19,"",1.90594,0,0,0,0,0,0,0.0711057,0.0291811,0,0,0,0.313074,0.968866,0.0382885,0.252895,0,0.196079,0,0.0364477,0,0,0,0
"MtrElec",1,5,20,"",1.92811,0,0,0,0,0,0,0.116888,0.0291811,0,0,0,0.436067,1.01762,0.0507909,0.257721,0,0,0,0.0198438,0,0,0,0
"MtrElec",1,5,21,"",1.96565,0,0,0,0,0,0,0.136338,0.0291811,0,0,0,0.421159,1.06002,0.0711072,0.239336,0,0,0,0.00850447,0,0,0,0
"MtrElec",1,5,22,"",1.90406,0,0,0,0,0,0,0.157389,0.0291811,0,0,0,0.357799,1.05129,0.0820468,0.222306,0,0,0,0.00404975,0,0,0,0
"MtrElec",1,5,23,"",1.65769,0,0,0,0,0,0,0.183673,0.0291811,0,0,0,0.234805,0.932305,0.0711072,0.204193,0,0,0,0.00242985,0,0,0,0
"MtrElec",1,5,24,"",1.204,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.801007,0.0492281,0.177199,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,6,1,"",0.974966,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.646179,0.0359443,0.176926,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,6,2,"",0.902753,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.590901,0.0359443,0.175103,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,3,"",0.856598,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.568886,0.0359443,0.165871,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,4,"",0.857375,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.565716,0.0359443,0.162364,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,5,"",0.834742,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0782685,0.539276,0.0359443,0.151263,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,6,6,"",0.917346,0,0,0,0,0,0,0.00821793,0.0291811,0,0,0,0.115539,0.584078,0.0289117,0.148583,0,0,0,0.00283482,0,0,0,0
"MtrElec",1,6,7,"",1.47201,0,0,0,0,0,0,0.407149,0.0291811,0,0,0,0.156537,0.664831,0.0273489,0.183111,0,0,0,0.00384726,0,0,0,0
"MtrElec",1,6,8,"",1.78679,0,0,0,0,0,0,0.639801,0.0291811,0,0,0,0.15281,0.713887,0.0265675,0.219485,0,0,0,0.00506218,0,0,0,0
"MtrElec",1,6,9,"",1.42899,0,0,0,0,0,0,0.368026,0.0291811,0,0,0,0.12672,0.660905,0.0257861,0.213109,0,0,0,0.00526467,0,0,0,0
"MtrElec",1,6,10,"",1.26407,0,0,0,0,0,0,0.29091,0.0291811,0,0,0,0.108085,0.620371,0.0218791,0.189189,0,0,0,0.00445472,0,0,0,0
"MtrElec",1,6,11,"",1.2011,0,0,0,0,0,0,0.237636,0.0291811,0,0,0,0.100631,0.628275,0.0171908,0.183931,0,0,0,0.00425223,0,0,0,0
"MtrElec",1,6,12,"",1.16061,0,0,0,0,0,0,0.204059,0.0291811,0,0,0,0.0931768,0.628275,0.011721,0.188329,0,0,0,0.00587213,0,0,0,0
"MtrElec",1,6,13,"",2.40261,0,0,0,0,0,0,0.124102,0.0291811,0,0,0,0.0782685,0.628758,0.00937678,0.200825,0,0,1.32501,0.00708706,0,0,0,0
"MtrElec",1,6,14,"",2.02467,0,0,0,0,0,0,0.0667303,0.0291811,0,0,0,0.0782685,0.642693,0.00859538,0.193997,0,0.559643,0.439085,0.0064796,0,0,0,0
"MtrElec",1,6,15,"",1.32149,0,0,0,0,0,0,0.14378,0.0291811,0,0,0,0.0782685,0.666083,0.00859538,0.203244,0,0.185457,0,0.00688457,0,0,0,0
"MtrElec",1,6,16,"",1.18703,0,0,0,0,0,0,0.151408,0.0291811,0,0,0,0.0969038,0.686183,0.00937678,0.203448,0,0,0,0.0105293,0,0,0,0
"MtrElec",1,6,17,"",1.30227,0,0,0,0,0,0,0.142675,0.0291811,0,0,0,0.115539,0.77465,0.0148466,0.20209,0,0,0,0.023286,0,0,0,0
"MtrElec",1,6,18,"",1.50925,0,0,0,0,0,0,0.133794,0.0291811,0,0,0,0.163991,0.890989,0.0289117,0.223307,0,0,0,0.0390801,0,0,0,0
"MtrElec",1,6,19,"",2.97914,0,0,0,0,0,0,0.072812,0.0291811,0,0,0,0.313074,0.968866,0.0382885,0.248119,1.27235,0,0,0.0364477,0,0,0,0
"MtrElec",1,6,20,"",3.08014,0,0,0,0,0,0,0.0689548,0.0291811,0,0,0,0.436067,1.01762,0.0507909,0.25489,1.2028,0,0,0.0198438,0,0,0,0
"MtrElec",1,6,21,"",3.62034,0,0,0,0,0,0,0.0287997,0.0291811,0,0,0,0.421159,1.06002,0.0711072,0.237188,0,0,1.76438,0.00850447,0,0,0,0
"MtrElec",1,6,22,"",2.50375,0,0,0,0,0,0,0.0128842,0.0291811,0,0,0,0.357799,1.05129,0.0820468,0.221278,0,0.74522,0,0.00404975,0,0,0,0
"MtrElec",1,6,23,"",1.64027,0,0,0,0,0,0,0.166216,0.0291811,0,0,0,0.234805,0.932305,0.0711072,0.204229,0,0,0,0.00242985,0,0,0,0
"MtrElec",1,6,24,"",1.205,0,0,0,0,0,0,0,0.0291811,0,0,0,0.145356,0.801007,0.0492281,0.178203,0,0,0,0.00202487,0,0,0,0
"MtrElec",1,7,1,"",0.97658,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0857226,0.646179,0.0359443,0.17854,0,0,0,0.00101244,0,0,0,0
"MtrElec",1,7,2,"",0.904465,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0708143,0.590901,0.0359443,0.176814,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,7,3,"",0.858709,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0559061,0.568886,0.0359443,0.167981,0,0,0,0.000809949,0,0,0,0
"MtrElec",1,7,4,"",0.859772,0,0,0,0,0,0,0,0.0291811,0,0,0,0.0633602,0.565716,0.0359443,0.164761,0,0,0,0.000809949,0,0,0,0
